1664992788735652096,1.704356,-4.348008,-8.624615
1664992788745705984,1.650468,-4.459975,-8.443791
1664992788755813120,1.475781,-4.499044,-8.288264
1664992788765902080,1.641187,-4.447102,-8.193212
1664992788775953920,1.856440,-4.311185,-7.842342
1664992788785982208,1.973496,-4.102519,-8.002359
1664992788796282112,1.902993,-3.755091,-8.489596
1664992788806253824,1.803001,-3.572022,-9.486972
1664992788816004096,1.839674,-3.746858,-9.441167
1664992788826131968,1.783691,-3.632796,-9.139694
1664992788835844096,1.191522,-3.132686,-10.380613
1664992788846336000,0.458946,-2.770589,-11.153007
1664992788856144896,-0.507145,-3.146158,-9.837393
1664992788865749760,-0.192949,-3.371589,-8.029303
1664992788875806976,0.187859,-2.564617,-7.116801
1664992788886046976,-0.103136,-1.733246,-7.362290
1664992788896463872,0.351768,-1.595532,-7.533684
1664992788906068992,1.237177,-0.779130,-7.442224
1664992788915943168,2.675985,-0.106279,-7.407496
1664992788925803008,3.289110,-0.370779,-9.239536
1664992788935992832,2.574796,-0.515079,-9.923763
1664992788946066944,1.695973,-0.386945,-8.832533
1664992788955902976,1.252446,-0.329914,-7.401059
1664992788966042880,1.355282,-0.429457,-5.552553
1664992788975915008,1.454825,-0.414937,-3.083438
1664992788986116864,0.855770,-0.921484,-1.379681
1664992788996289024,0.814007,-1.940415,-2.966082
1664992789006062080,0.081880,-2.849325,-5.627997
1664992789016180992,-1.701362,-3.567831,-4.627776
1664992789025882880,-1.219813,-4.212839,-6.206992
1664992789036003072,-0.459844,-4.672384,-9.834250
1664992789046231040,-0.590372,-4.643793,-11.876752
1664992789055842048,-0.903371,-3.853586,-12.011023
1664992789066125824,1.862577,-3.708239,-10.462793
1664992789076018944,2.916535,-2.290088,-7.803872
1664992789086021888,0.028291,2.493215,-7.105424
1664992789096163072,-1.156495,3.568878,-11.309881
1664992789105909760,-1.646726,2.345922,-11.826008
1664992789116214016,-0.720602,1.995201,-8.656948
1664992789126141184,-0.008383,3.222199,-5.872887
1664992789136134144,-1.332230,5.283712,-5.230573
1664992789146422016,-1.035547,3.381019,-5.705236
1664992789156423936,-1.920207,3.184777,-4.982239
1664992789166270976,-2.689008,5.572163,-3.770509
1664992789176240896,-2.714904,5.575755,-3.250341
1664992789186217984,-2.531236,6.080655,-2.590962
1664992789196136960,-3.216960,6.635252,-2.279310
1664992789206275840,-3.778742,6.587352,-2.626438
1664992789216340992,-4.353696,7.029233,-2.250869
1664992789226344960,-4.860393,7.577093,-2.121838
1664992789236270848,-5.687423,7.560328,-2.260150
1664992789246205952,-6.822812,8.420290,-2.313289
1664992789256215040,-7.976014,9.153016,-2.309098
1664992789266281216,-9.145681,8.998987,-2.481839
1664992789276215040,-10.215207,9.022937,-1.997446
1664992789286468864,-11.392509,9.150322,-1.430874
1664992789296412928,-12.571757,8.929980,-0.958457
1664992789306375936,-13.806988,8.924891,-0.191152
1664992789316568832,-14.717994,8.263266,-0.051643
1664992789326215936,-15.837216,8.390053,0.007185
1664992789336399104,-17.574803,8.399783,-0.674797
1664992789346492160,-19.063607,7.992330,-0.660876
1664992789356367104,-20.344044,7.164252,-0.339195
1664992789368504064,-21.238884,6.182444,-0.118254
1664992789376098048,-22.142554,4.916676,1.247057
1664992789386371072,-22.719155,3.856431,2.534679
1664992789396581120,-22.897135,2.561024,2.999463
1664992789406104064,-22.745051,2.083667,3.517835
1664992789416305920,-22.680536,1.952091,3.279530
1664992789426196992,-22.445225,1.724115,3.150349
1664992789436283136,-21.652773,1.453178,3.603008
1664992789446539776,-20.421134,0.806822,3.381917
1664992789456207104,-18.550474,0.937051,3.442392
1664992789466469120,-17.012273,0.624801,2.439926
1664992789476392960,-15.466138,0.371976,2.045347
1664992789486339072,-14.482234,0.164658,1.748215
1664992789496604928,-13.444292,0.144001,1.830992
1664992789506195968,-12.216695,0.444875,2.452650
1664992789516214784,-10.863958,0.726439,2.540966
1664992789526222080,-9.883048,1.166824,2.526297
1664992789536203008,-8.682095,1.506318,2.708019
1664992789546046976,-6.917415,1.970203,3.219056
1664992789555938048,-4.990323,2.882705,3.126399
1664992789566337024,-3.284769,3.288212,1.942960
1664992789576421888,-2.669399,4.441564,1.809288
1664992789586392832,-4.461622,3.569477,-2.087110
1664992789595985920,-4.571044,4.560866,-3.199896
1664992789606401024,-3.450475,5.258415,-3.085384
1664992789616097024,-2.515519,6.933881,-1.494492
1664992789626398976,-2.958747,6.869515,-1.238824
1664992789636113152,-2.843188,7.321275,-2.425855
1664992789645955072,-2.508633,8.733139,-2.243235
1664992789656022016,-2.850073,8.710087,-2.481689
1664992789666492928,-3.697012,8.920101,-2.357747
1664992789676421120,-5.521119,8.281379,-2.608326
1664992789686407936,-7.385342,6.531218,-1.360371
1664992789696186112,-8.399333,4.897815,0.133522
1664992789706115840,-9.014554,3.823200,0.467328
1664992789716243968,-9.940529,3.385659,0.498463
1664992789726296832,-9.921069,3.661835,-0.629441
1664992789736075008,-9.627380,3.677403,-1.974694
1664992789746045184,-9.896520,3.279979,-2.653682
1664992789756421120,-9.941576,3.348387,-2.714455
1664992789766240000,-9.351803,3.559448,-2.760260
1664992789776162048,-8.591684,3.623066,-2.741848
1664992789786482944,-7.613318,3.971841,-1.801055
